Device1,Device2,PearsonCorrelation,MaxLaggedCorrelation,LagMinutes
10051,10224,0.08675558065107855,0.10179944253595385,-1
10051,10229,-0.23214748878709524,-0.267767483124651,46
10051,10230,0.036817622063227376,0.0522675113613297,4
10051,10231,0.0321134232781772,0.043970153271679295,10
10051,10232,0.02896628603141425,0.0386553332225891,10
10051,10233,-0.08326295305726555,-0.08488001868799895,-4
10051,10234,-0.014954885733501573,-0.05201890251891662,58
10051,10235,-0.01965701259192659,-0.0559995146031459,-24
10051,10236,0.10614663180646108,0.10614663180646108,0
10051,10237,-0.09493090454967983,-0.10673417268826686,23
10051,10238,0.039860072679341926,0.10974731480726896,12
10051,10239,0.1655542277313357,0.21084899214691705,-7
10051,10240,0.06127822613175527,0.0682391838651161,2
10051,10248,-0.08654027092943992,-0.13849407013961404,-7
10051,10249,-0.0580387009916609,-0.05831504205965478,16
10051,10250,-0.22944876019259144,-0.22944876019259144,0
10051,10251,-0.14340577099915494,-0.1444400225175153,37
10051,10252,-0.2627876570324764,-0.3151068044233555,60
10051,10253,-0.03880801709984017,0.16267458178254326,-60
10051,10254,-0.3740847596354464,-0.3740847596354464,0
10051,10255,0.2320992910448951,0.32343786186679996,-1
10051,10257,-0.3277951615652571,-0.3277951615652571,0
10051,10258,-0.1478413623045386,-0.1478413623045386,0
10051,10259,-0.18959977287578997,-0.18959977287578997,0
10051,10260,-0.2688483642817159,-0.2688483642817159,0
10051,10261,-0.30781934138877637,-0.30781934138877637,0
10051,10262,-0.20266146612943348,-0.20266146612943348,0
10051,10263,-0.3973891609071169,-0.3973891609071169,0
10051,10264,-0.3433330424768839,-0.3433330424768839,0
10051,10265,0.16813218641146124,0.16813218641146124,0
10051,10266,0.13010087891079358,0.13010087891079358,0
10051,10287,0.07716103298445398,0.1416858591952414,55
10051,10290,-0.030290156392293183,0.06218905240889321,40
10051,10291,0.06610870089306187,0.1551481509411704,35
10051,10292,-0.0714517469503299,-0.10498781382476176,23
10051,10293,-0.13604323857121114,-0.13604323857121114,0
10051,10294,-0.22928517358669592,-0.22928517358669592,0
10051,10295,0.092338056790109,0.14310095868197184,-1
10051,10296,-0.21027436452991588,-0.21027436452991588,0
10051,10297,0.24823618484095317,0.2716609348880855,-1
10051,10298,-0.22954860014001058,-0.22954860014001058,0
10051,10299,-0.27538365770834655,-0.27538365770834655,0
10051,10300,-0.21480786703355384,-0.21480786703355384,0
10051,10301,0.2009677434245622,0.2009677434245622,0
10051,10302,0.007471948896679943,0.0581330686451855,23
10051,10303,0.1812267391104232,0.19961951520124951,-1
10051,10304,-0.011996909950018547,0.11093918538353133,58
10051,10306,-0.07371588597381737,-0.22471974731569966,-26
10051,10307,0.04579431488497385,0.17085642323863134,-20
10051,10308,-0.24840975098910806,-0.24840975098910806,0
10051,10309,-0.11516304837561539,-0.19752627015594182,-27
10051,10310,-0.07936697289022546,0.12901793038945666,-8
10051,10311,-0.2320574827393225,-0.2320574827393225,0
10051,10312,-0.11089996701648105,-0.17760955735012407,-1
10051,10313,-0.1829722894854555,-0.1829722894854555,0
10051,10314,,-4.0377248404409676e-16,-59
10051,10315,0.07976748235141518,0.07976748235141518,0
10051,10316,0.05859506694900625,0.14160404830762033,60
10051,10317,-0.07381335756122336,-0.2375026839660295,-1
10051,10318,0.061590168801267275,0.07979002873228046,-1
10051,10321,0.16765843747529657,0.16765843747529657,0
10051,10322,0.13399146227280406,0.18309183197893045,-3
10051,10325,0.04379840421736653,-0.07787875326083124,59
10051,10333,0.07581987607604933,0.09332530022264242,47
10051,10334,-0.22420936023640997,-0.2842453815977098,60
10051,10336,0.023766593070747997,0.10261490595929704,-21
10051,10338,-0.02280230535518956,0.055773552122971255,-20
10051,10339,-0.013410079726316816,0.0345993361083171,-25
10051,10340,-0.013175282220928734,0.03391915791648306,-48
10051,10341,0.02999322638932046,-0.03839662917774274,21
10051,10342,-0.022254147930107795,0.03132826359336066,18
10051,10343,-0.05185994991681737,-0.07484424512760558,18
10051,10344,-0.05866785489040733,-0.06897189743075056,18
10051,10345,0.011864014793122482,-0.05019480106200373,-46
10051,10346,0.08078233038723981,0.09120233955105275,45
10051,10347,0.020920946998317768,0.06190547943413731,57
10051,10348,0.0065886358676342915,0.05899351999257698,22
10051,10349,0.008820940607408652,-0.03479276880626395,-4
10051,10350,0.044445549607528556,0.06198693381756447,3
10051,10351,0.036049289538066104,0.06413936371186306,11
10051,10352,0.057848253729007225,0.08366292968714757,11
10051,10353,0.03454647996140539,0.052506431373443165,14
10051,10354,0.05525172682495616,0.06536057761881418,46
10051,10355,0.003634624605750868,-0.07985784251648759,-22
10051,10356,0.007991440954310298,-0.08535673063644415,-23
10051,10357,-0.028661062639989368,0.17957771943948148,-60
10051,10358,-0.02002672825475174,-0.0706625193364022,-42
10051,10359,0.051578616904882434,0.08293286958192947,54
10051,10360,0.01751226236187017,0.07333579395411635,60
10051,10361,0.1322107149878232,0.1371873130456491,-29
10051,10362,0.0366024701882332,-0.0816617640726652,-9
10051,10363,0.314965098509774,0.31720706755558065,8
10051,10364,-0.0029318334495482845,-0.08169926373079106,30
10051,10367,-0.025546278018654996,0.12452206042448517,-35
10051,10368,-0.15373458081542782,-0.2042695832698473,18
10051,10369,0.1816175634371995,0.22438736940038642,-11
10051,10372,0.03449273582114327,0.0814582309378931,-19
10051,10373,0.17121334152738774,0.20886170895386813,-1
10051,10374,0.12247291936113891,0.13147120463321646,-1
10051,10376,-0.02635727965540642,-0.17328733249085934,33
10051,10377,0.08115808829171457,0.08806920408742441,-2
10051,10378,0.10951167920456184,0.12868952477934215,35
10051,10379,0.15421087921406407,0.1693798353266329,-2
10051,10380,0.025389325759029812,-0.11609749370442374,34
10051,10381,0.24353629254643447,0.2836628118321136,60
10051,10382,0.16678355290736402,0.17421930265156677,-1
10051,10383,-0.1829734532939383,-0.19254398321404637,-1
10051,10385,0.07121250632508906,0.07895324769200485,-1
10051,10386,0.12139869954940058,0.14036415738772742,-2
10051,10387,-0.1511844235208083,-0.1511844235208083,0
10051,10388,-0.054939872447320445,0.10471911069178162,48
10051,10389,-0.057721798949049906,-0.057721798949049906,0
10051,10397,-0.0069154378602079725,-0.06363495906204507,17
10051,10398,-0.1015193059436564,-0.1015193059436564,0
10051,10399,-0.02507874454811147,-0.09661206018652944,13
10051,10400,-0.02044130973165333,-0.09493338894229729,13
10051,10401,-0.022157038438780387,-0.09551690175062715,13
10051,10402,-0.014118979367157624,-0.08911243323516194,16
10051,10403,-0.024802799575288935,-0.08860001382735067,15
10051,10404,-0.025964564437083507,-0.09833836820064654,16
10051,10405,-0.03977229258857532,-0.11919006325196076,16
10051,10406,-0.028884728616027817,-0.10147762851032366,16
10051,10407,-0.029333394050146882,-0.10097594041389871,16
10051,10409,-0.03653746327624581,-0.09896825236893603,17
10051,10411,-0.02993291133454172,-0.09123539100959135,16
10051,10412,-0.03197744510108705,-0.1035635733777875,16
10051,10413,0.018142205183132903,-0.04332103865226842,-44
10051,10414,0.0388364087379198,0.04292539458543353,-20
10051,10415,0.03728815546575927,0.09511927246067192,43
10051,10416,0.032481396344330525,0.09310148972110037,42
10051,10418,-0.07841339977591658,-0.11660249528027394,-60
10051,10420,-0.13658345325272345,-0.22522345620155915,38
10051,10421,-0.18922650228667828,-0.2075813458294558,38
10051,10425,-0.11115487806982895,-0.1963521862050836,37
10051,10426,-0.07633922131208733,-0.17601101409877276,-7
10051,10427,-0.15945344412534349,-0.16952178144035526,-1
10051,10428,0.0778026186508984,0.16412627910896732,-7
10051,10429,-0.1501460887669712,-0.21432685719852376,35
10051,10430,0.09497577281429266,0.13048291335827158,-2
10051,10431,-0.1115823156152521,-0.13391372562059278,-1
10051,10432,0.09436451398504613,0.136851240962357,-7
10051,10433,0.1230593743953064,0.1634519045344077,-6
10051,10434,-0.11545883592687879,-0.1557334587564881,-3
10051,10435,0.1350894237552547,0.16436391770907532,-3
10051,10436,0.13463233831603683,0.1616018517241827,-3
10051,10438,-0.11772102324110528,-0.21666579543845307,-4
10051,10441,0.047705694811315626,0.10559515620844759,-60
10051,10442,0.010920404893754712,0.07685697503366386,53
10051,10445,-0.05684670722683074,-0.13337080807218202,16
10051,10446,0.048367118997921094,0.10282328580452464,-60
10051,10447,0.0955967513130852,0.15429143974737797,-60
10051,10448,0.23134764605456232,0.27672935388024933,-60
10051,10449,0.17751793736440033,0.23368698314065806,-60
10051,10450,0.06133216017302823,0.14737976980918552,39
10051,10453,-0.1734153729627888,-0.1734153729627888,0
10051,10454,0.23190386384238643,0.23190386384238643,0
10051,10455,0.17059610500385938,0.20710500966658432,-1
10051,10456,-0.11631376163917267,-0.15202960403232052,-1
10051,10458,-0.14673373793635777,-0.14673373793635777,0
10051,10460,0.12725676836617195,0.137015309565763,10
10051,10461,0.06774861581812099,0.12481242391830825,-15
10051,10462,0.060602198530249805,0.0930696669423626,-12
10051,10463,-0.027018611398381256,0.10768231940504372,58
10051,10464,0.0896418158260036,0.10382419783549414,58
10051,10467,0.10042832627179611,0.15036983096358889,-2
10051,10468,0.09858933034839461,0.18029947508957983,-6
10051,10469,-0.003312145089700226,0.0802606426176464,-6
10051,10470,0.2388833814206338,0.25425234181607614,-57
10051,10471,0.14725160994935305,0.17657081363080382,-7
10051,10473,0.13492024871323,0.15399616677309608,-1
10051,10474,0.018882415309493854,0.06277870316219743,59
10051,10475,-0.22273079430275194,-0.2365451902269743,-1
10051,10476,0.022906726326366242,0.1611576242283721,-49
10051,10477,0.03514906473855663,0.09580009860485685,-38
10051,10478,0.045080130025165484,-0.06840619500614832,44
10051,10480,0.19532362226370467,0.19532362226370467,0
10051,10481,0.08661135275693399,0.2047633019926833,58
10051,10482,0.07412925904525497,0.1747310374204516,58
10051,10483,0.2050501537649269,0.22701171382015328,-1
10051,10484,0.050141452602048976,0.12141849408567189,30
10051,10485,0.1803404305054264,0.23843454612303266,30
10051,10487,0.12464516857476245,0.12464516857476245,0
10051,10489,0.24981577948411937,0.2753206834110315,-1
10051,10490,-0.06466014829954751,0.08350827624271766,60
10051,10492,0.23038666285702142,0.23038666285702142,0
10051,10493,0.2785146288012946,0.3098336865205993,-60
10051,10494,0.284008156463694,0.30479778895787424,53
10051,10495,-0.04347675800729102,-0.10622455714222863,-56
10051,10496,-0.11534539313940047,-0.12245793272020782,-1
10051,10497,0.2669003556848304,0.2756981829043257,30
10051,10498,0.20255996579062882,0.20979930361614602,-1
10051,10499,-0.02843979707021459,0.09926056131012703,45
10051,10500,0.1707691780739325,0.1707691780739325,0
10051,10502,0.08611575348530041,0.10097792578484314,-6
10051,10503,0.32055634200686656,0.3320704551765827,30
10051,10504,0.041240712804540586,0.10206478823365561,16
10051,10506,0.20754899032301605,0.23984244008616404,-4
10051,10507,0.03370362918632915,0.09665823176115138,-55
10051,10509,0.17274556192325877,0.17274556192325877,0
10051,10511,0.1920618904823994,0.25561379690343244,-2
10051,10512,0.015578977088259813,-0.1360015655759838,-2
10051,10513,0.048512064637070015,0.06075274718850322,54
10051,10515,-0.011825002903932723,-0.022248816568257095,-60
10051,10516,-0.18722848700280093,-0.19131359906049017,-1
10051,10517,-0.032690646607703905,-0.10038605352872813,-12
10051,10518,-0.0930499159585087,-0.10348465176154713,42
10051,10519,-0.23473563986689647,-0.24505494761712812,-1
10051,10520,0.06866198401590458,0.1184380056105693,58
10051,10521,0.21606361831631454,0.2429572257389134,-60
10051,10524,-0.020573601165615754,-0.09071735173269213,-6
10051,10525,0.06738704789647955,0.07493236896923973,43
10051,10527,-0.0023682158073093395,0.11506094846110518,-8
10051,10528,-0.05592493739348199,-0.07960242515753814,-3
10051,10529,0.1499097450884778,0.24233048026936793,-25
10051,10530,0.16806891200892554,0.1757938245030697,35
10051,10531,0.127547552115208,0.16855364219285404,-41
10051,10532,0.012410148268129901,-0.05262069362101392,60
10051,10534,0.20366627767598328,0.22713517412032694,-4
10051,10537,0.13901972851793254,0.16550287761066332,-22
10051,10538,0.10514515836124469,0.13307394352921895,-50
10051,10539,0.10028305360280355,0.13001587811677373,36
10051,10541,-0.09493899763443739,-0.1271577367378109,-1
10051,10542,0.12126826311976004,0.15045407926353163,-1
10051,10545,0.25935289492877955,0.27151998947833805,26
10051,10546,0.27858265874711197,0.30184079124361995,27
10051,10547,-0.22907365650071124,-0.26272522292721645,-58
10051,10548,0.03614236769783936,0.056425971355218596,47
10051,10549,0.14456758800625905,0.15275722315508689,-54
10051,10550,-0.0014533315921901205,-0.009640266123985991,53
10051,10551,0.08136525116564111,0.0998971994895491,57
10051,10552,0.32047849062684886,0.32139140011430767,-1
10051,10554,0.05935549295747645,0.12662498955530208,-60
10051,10557,-0.04959396842463964,-0.08555612761787769,-59
10051,10558,0.12517658856562677,0.13521380850397705,-1
10051,10559,-0.060804699719072756,-0.07150196136689553,-1
10051,10560,-0.036262807817840186,0.1655596586614085,-9
10051,10561,0.35213636474174803,0.35213636474174803,0
10051,10563,0.21635294797323945,0.27630788442121323,-60
10051,10564,0.21369332427784726,0.2206801612247193,-1
10051,10565,-0.29493143159571417,-0.30953747755227623,42
10051,10567,-0.12824898074133165,-0.13223564475202562,-1
10051,10568,0.09279392397292668,0.17339704327328856,-8
10051,10569,0.004037651802955669,0.09681133233515234,-11
10051,10570,-0.13792942379177967,-0.15612069024872774,-1
10051,10572,0.009262753850469527,0.1692304000499495,60
10051,10573,-0.009267564739436823,0.1667897646593892,60
10051,10574,0.3407783808915959,0.347515175783894,-40
10051,10575,0.08332338284762422,0.10480227388510367,-12
10051,10576,0.14337466081213854,0.1798978847666874,-1
10051,10577,-0.17330929051134894,-0.17330929051134894,0
10051,10578,0.29003954275561283,0.29682489833749154,-60
10051,10581,0.09698114642790635,0.10826536740809475,-60
10051,10584,-0.03252986256858949,-0.07093765363343353,19
10051,10585,-0.07683860975540219,0.3565639069235618,-34
10051,10586,-0.04951320520994178,-0.06629711441117404,-7
10051,10587,-0.037886334967749444,0.12894625439925114,-60
10051,10588,0.11501595989826269,0.12106014415467124,-1
10051,10589,0.11462942430669766,0.11462942430669766,0
10051,10591,0.015306763207704766,0.0407005605673055,-34
10051,10592,0.15134597424266402,0.15134597424266402,0
10051,10593,-0.0842911776146476,-0.12818525864918592,59
10051,10603,0.006194342127849179,0.07072026930501807,-59
10051,10605,-0.0855384271193791,-0.1379722511982891,10
10051,10606,-0.13186656553058085,-0.14312660673652444,-2
10051,10607,-0.18247903750250052,-0.18996271038223111,-2
10051,10608,-0.20618220628197134,0.29904404524362377,31
10051,10609,-0.08838069454906841,-0.16284452237920824,-5
10051,10611,0.12743778143147047,0.12743778143147047,0
10051,10615,-0.06988995442602705,-0.5745453426077384,-25
10051,10617,-0.019419944715050225,0.5590046189068842,-58
10051,10618,-0.16472296972478404,-0.16472296972478404,0
10051,10619,-0.20941547206388897,-0.20941547206388897,0
10051,10620,-0.21289359975999472,-0.21289359975999472,0
10051,10621,-0.27701427748483626,-0.27701427748483626,0
10051,10622,0.08539932828216895,-0.12233081200303166,59
10051,10623,0.19059526055060766,0.19059526055060766,0
10051,10628,-0.14103061933926075,-0.20098793709425555,-46
10051,10635,-0.2647263562007491,-0.2647263562007491,0
10051,10636,-0.25841480535811717,-0.25841480535811717,0
10051,10637,-0.07909502148447763,-0.10774370639516048,-6
10051,10642,0.14178929562006148,0.14178929562006148,0
10051,10643,0.15115279507616747,0.16908347168179075,-1
10051,10644,-0.019092528838177324,0.14183300378778432,-45
10051,10646,-0.21738030692096744,-0.21738030692096744,0
10051,10647,-0.10594674446337608,-0.12101514348687678,-3
10051,10648,-0.1576381951203152,-0.20337985096708966,60
10051,10649,-0.20785780682972868,-0.2497872069010425,2
10051,10658,0.05925949777020967,0.06536139197779628,-16
10051,10659,-0.2670531185515619,-0.2670531185515619,0
10051,10660,-0.0674347948049613,-0.10069349245221088,-9
10051,10661,0.11525276244251761,0.11525276244251761,0
10051,10664,-0.10629539442954446,-0.1614326528114817,-42
10051,10665,0.3087359501258849,0.319450586937223,50
10051,10674,-0.09353386803706916,-0.1048277592312826,-2
10051,10675,0.1405153733452261,0.1405153733452261,0
10051,10676,-0.11487831914212919,-0.11487831914212919,0
10051,10677,0.037525985827462666,-0.10725913739570299,39
10051,10678,-0.13812919467144968,-0.1628621874993679,-42
10051,10691,-0.27174710496564064,-0.29187388921133395,60
10051,10692,0.06482141717811774,0.06482141717811774,0
10051,10693,0.20894352794045107,0.20894352794045107,0
10051,10694,0.1282973442811962,-0.6235523914843996,54
10051,10696,0.00144308418250414,0.06642439533803537,-8
10051,10697,0.19294767210485642,0.19294767210485642,0
10051,10698,0.22742797152136462,0.24734664666011427,-50
10051,10699,0.06291623088646604,0.19543566730773704,-45
10051,10700,0.2801073341076264,0.3156915235244094,56
10051,10701,-0.04266588208174911,-0.09246948829738351,60
10051,10702,-0.16019279876372297,-0.2076060009855837,-4
10051,10707,-0.058157647730192184,-0.05876043344645185,-1
10051,10708,-0.028116396759461103,0.037345620161075635,-30
10052,10063,-0.11472814331882306,-0.11472814331882306,0
10052,10065,-0.01595313543418996,-0.13249977000115903,48
10052,10066,-0.16801268586483184,-0.21233021183949455,1
10052,10068,0.3364972423357743,0.36304153923600824,1
10052,10069,-0.10135233699943817,-0.10135233699943817,0
10052,10071,-0.30862062804145624,-0.30862062804145624,0
10052,10072,0.03372914571059009,-0.12213596156706834,48
10052,10073,-0.33798517529348765,-0.33798517529348765,0
10052,10074,-0.14134915668296413,-0.16319187059740015,3
10052,10075,0.015795842357406237,-0.07201833233500976,29
10052,10076,-0.5269481892228107,-0.5269481892228107,0
10052,10077,-0.1468550712307655,-0.1468550712307655,0
10052,10078,-0.01621690716948439,0.01813315054222847,-47
10052,10079,-0.44254937663735505,-0.44254937663735505,0
10052,10080,-0.09975329511641395,-0.1504954101718449,3
10052,10083,-0.09757311001901262,0.1034757049375752,19
10052,10086,0.02361043111890035,0.04965839024487554,-18
10052,10087,-0.019578236593573765,-0.059641638848091455,60
10052,10088,-0.010555813919472195,-0.09928382604296498,35
10052,10089,,1.1049143598481771e-16,14
10052,10090,0.036444538923495376,0.05454695418928299,-56
10052,10091,0.0040955421564811715,0.029676622080810768,60
10052,10094,0.15260790349220343,0.2822670340298921,-3
10052,10096,-0.010945959946407588,0.12134836115506183,-12
10052,10097,-0.3641190827754735,0.6194561995359348,55
10052,10098,-0.33514459949633824,-0.4790192860644275,-60
10052,10099,-0.3663659421945831,-0.3663659421945831,0
10052,10102,-0.24930579867700015,-0.27634932402885726,-1
10052,10103,0.018491526743869523,-0.08019349529532895,29
10052,10107,-0.023859294863491205,0.10957570136391628,27
10052,10111,0.05773604198753803,0.0863288458209271,-2
10052,10112,0.11161742345496352,0.19206555053502378,-2
10052,10113,-0.24140662006333,-0.24140662006333,0
10052,10114,-0.16730036243166738,-0.16730036243166738,0
10052,10115,-0.29274768025139447,-0.29274768025139447,0
10052,10116,-0.12561190524809945,-0.19463465766542723,-2
10052,10117,0.05191025535614775,0.07871163873406324,-11
10052,10118,0.13088481123816195,0.19826850276555785,-3
10052,10119,0.03793114383316453,-0.1348711030331664,24
10052,10120,-0.01806398397614104,0.05262410784334497,-54
10052,10121,0.14655738223007067,0.17101744794408313,-2
10052,10180,0.031951854459847766,0.03670837682770447,-1
10052,10181,-0.31379520983878145,-0.351333315981224,-2
10052,10182,0.05835561353782592,0.07038557296619341,1
10052,10184,-0.2801867848367488,-0.2801867848367488,0
10052,10185,-0.3549925077437479,-0.3549925077437479,0
10052,10186,-0.3440820515712279,-0.3440820515712279,0
10052,10187,-0.37879305034775934,-0.39406042243332595,1
10052,10191,0.6522914504251774,0.6522914504251774,0
10052,10193,0.25438712627874005,0.2767049066339702,-2
10052,10194,-0.41581528857917865,-0.4629557777031,-1
10052,10195,0.2571776061435018,0.28870584737952,-2
10052,10196,0.021229295136326123,0.09640164632725229,18
10052,10197,0.1201704334886039,0.16432983720559763,3
10052,10199,-0.17800151496728892,-0.17800151496728892,0
10052,10200,0.0001318558707289828,0.1098274781208579,26
10052,10201,-0.22753473406373467,-0.22753473406373467,0
10052,10202,0.06530504113224414,0.14361287978934742,-2
10052,10203,-0.02183512940618665,-0.09388812519114864,23
10052,10204,-0.20704592862567858,-0.20704592862567858,0
10052,10205,-0.11701526275665054,-0.11701526275665054,0
10052,10207,0.15871254779835792,0.15871254779835792,0
10052,10208,0.18291597548348423,0.18291597548348423,0
10052,10209,-0.014031985269370708,0.10657983486993988,20
10052,10211,0.14103985751072437,0.14103985751072437,0
10052,10212,0.2735057489779767,0.2735057489779767,0
10052,10219,0.20878212021212547,0.20878212021212547,0
10052,10220,-0.25612682192898995,-0.25612682192898995,0
10052,10222,0.25457318842094856,0.28080651688627195,-2
10052,10223,0.03861796325107753,0.05166413104867319,-15
10052,10224,0.2792523930009258,0.30389190360171225,-1
10052,10229,-0.019694169197917645,-0.022313733749915424,-3
10052,10230,-0.00017221736592663557,0.05367526604725521,39
10052,10231,-0.026680448911670186,-0.08716416820963792,-53
10052,10232,-0.028012176503644483,-0.09110871115347578,-53
10052,10233,-0.23413871093878338,-0.2527259768205697,-1
10052,10234,0.11769445592502738,0.15175827239282408,-3
10052,10235,0.0051795982546280015,-0.03239562792177491,-28
10052,10236,0.1184783329502286,-0.12642204798308493,17
10052,10237,0.07709892022210622,-0.1084711667656185,25
10052,10238,-0.021185322398181623,-0.1545413807797613,-3
10052,10239,0.09537600597254386,0.15468442111511682,-9
10052,10240,-0.0257459478229399,-0.08642897446826461,-39
10052,10248,-0.19402501455738655,-0.19402501455738655,0
10052,10249,0.10164597035464318,0.11184047209877727,1
10052,10250,-0.13463997506156614,-0.1390780186089668,-4
10052,10251,-0.0033024641837674945,-0.11954243724183447,15
10052,10252,-0.028028130469001284,-0.03906529603665442,58
10052,10253,-0.03138453603746824,0.2966029313289045,-60
10052,10254,-0.35260664690168675,-0.35260664690168675,0
10052,10255,0.45550449055292497,0.6364516001543877,-1
10052,10257,-0.6076681966294012,-0.6076681966294012,0
10052,10258,-0.42277819396886124,-0.42277819396886124,0
10052,10259,-0.6498364363644016,-0.6498364363644016,0
10052,10260,-0.2062995403130011,-0.2062995403130011,0
10052,10261,-0.7769202382026964,-0.7769202382026964,0
10052,10262,-0.7482907454922771,-0.7482907454922771,0
10052,10263,-0.7289442483401984,-0.7289442483401984,0
10052,10264,-0.7799593364960512,-0.7799593364960512,0
10052,10265,0.15723968969989002,0.16248242727034196,1
10052,10266,0.024885541957509097,-0.1265359676355962,29
10052,10287,0.002663674505650772,0.08739368349359167,-32
10052,10290,-0.04093658158736116,-0.09781697287659762,-23
10052,10291,-0.06925523635275405,-0.14451681053380785,-9
10052,10292,-0.2155865353916678,-0.2155865353916678,0
10052,10293,-0.3539270696895012,-0.3539270696895012,0
10052,10294,-0.4552919654132723,-0.4552919654132723,0
10052,10295,0.10340531334213829,0.1836518448400287,-1
10052,10296,-0.4503193194748865,-0.4503193194748865,0
10052,10297,0.5103497823488451,0.5103497823488451,0
10052,10298,-0.5652969683347823,-0.5652969683347823,0
10052,10299,-0.33874238264314144,-0.33874238264314144,0
10052,10300,-0.1743583164549607,-0.1743583164549607,0
10052,10301,0.6628795851731865,0.6628795851731865,0
10052,10302,0.014109862490505092,0.18608151407202075,23
10052,10303,0.2659850779431324,0.37014300786339716,-1
10052,10304,-0.264648713938699,-0.3852167422664326,-1
10052,10306,0.1950053470475584,0.1950053470475584,0
10052,10307,-0.3100593947885258,-0.3100593947885258,0
10052,10308,-0.6777041164616182,-0.6777041164616182,0
10052,10309,0.010600637082405585,-0.16439205358528833,-36
10052,10310,-0.04746623639133603,0.30220781849915346,-6
10052,10311,-0.5053172848314749,-0.5053172848314749,0
10052,10312,-0.4133422602065216,-0.485082627773358,-1
10052,10313,-0.29906270994498,-0.30006481115064054,1
10052,10314,,1.1049143598481771e-16,14
10052,10315,0.1270115653485993,-0.1383957230933257,-6
